#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   180    0.49331E+04   -0.33630E+02    0.94837E-06   -0.33630E+02    0.76158E+00   -0.33388E-08    0.94837E-06   -0.33388E-08    0.19068E-11
   181    0.49546E+04   -0.32910E+02    0.93505E-06   -0.32910E+02    0.75149E+00   -0.32784E-08    0.93505E-06   -0.32784E-08    0.18755E-11
   182    0.49756E+04   -0.32162E+02    0.92198E-06   -0.32162E+02    0.74160E+00   -0.32148E-08    0.92198E-06   -0.32148E-08    0.18449E-11
   183    0.49960E+04   -0.31390E+02    0.90915E-06   -0.31390E+02    0.73185E+00   -0.31483E-08    0.90915E-06   -0.31483E-08    0.18149E-11
   184    0.50162E+04   -0.30593E+02    0.89657E-06   -0.30593E+02    0.72231E+00   -0.30789E-08    0.89657E-06   -0.30789E-08    0.17855E-11
   185    0.50359E+04   -0.29771E+02    0.88421E-06   -0.29771E+02    0.71312E+00   -0.30070E-08    0.88421E-06   -0.30070E-08    0.17568E-11
   186    0.50548E+04   -0.28923E+02    0.87209E-06   -0.28923E+02    0.70414E+00   -0.29327E-08    0.87209E-06   -0.29327E-08    0.17286E-11
   187    0.50735E+04   -0.28050E+02    0.86018E-06   -0.28050E+02    0.69551E+00   -0.28563E-08    0.86018E-06   -0.28563E-08    0.17011E-11
   188    0.50918E+04   -0.27154E+02    0.84849E-06   -0.27154E+02    0.68721E+00   -0.27779E-08    0.84849E-06   -0.27779E-08    0.16740E-11
   189    0.51094E+04   -0.26233E+02    0.83701E-06   -0.26233E+02    0.67928E+00   -0.26979E-08    0.83701E-06   -0.26979E-08    0.16476E-11
   190    0.51270E+04   -0.25289E+02    0.82573E-06   -0.25289E+02    0.67177E+00   -0.26164E-08    0.82573E-06   -0.26164E-08    0.16217E-11
   191    0.51436E+04   -0.24319E+02    0.81464E-06   -0.24319E+02    0.66470E+00   -0.25337E-08    0.81464E-06   -0.25337E-08    0.15963E-11
   192    0.51600E+04   -0.23325E+02    0.80375E-06   -0.23325E+02    0.65808E+00   -0.24499E-08    0.80375E-06   -0.24499E-08    0.15714E-11
   193    0.51757E+04   -0.22309E+02    0.79304E-06   -0.22309E+02    0.65197E+00   -0.23652E-08    0.79304E-06   -0.23652E-08    0.15470E-11
   194    0.51911E+04   -0.21270E+02    0.78250E-06   -0.21270E+02    0.64640E+00   -0.22800E-08    0.78250E-06   -0.22800E-08    0.15230E-11
   195    0.52059E+04   -0.20208E+02    0.77214E-06   -0.20208E+02    0.64138E+00   -0.21944E-08    0.77214E-06   -0.21944E-08    0.14996E-11
   196    0.52202E+04   -0.19123E+02    0.76194E-06   -0.19123E+02    0.63697E+00   -0.21086E-08    0.76194E-06   -0.21086E-08    0.14766E-11
   197    0.52340E+04   -0.18017E+02    0.75191E-06   -0.18017E+02    0.63320E+00   -0.20229E-08    0.75191E-06   -0.20229E-08    0.14540E-11
   198    0.52474E+04   -0.16888E+02    0.74202E-06   -0.16888E+02    0.63010E+00   -0.19375E-08    0.74202E-06   -0.19375E-08    0.14319E-11
   199    0.52602E+04   -0.15739E+02    0.73228E-06   -0.15739E+02    0.62770E+00   -0.18525E-08    0.73228E-06   -0.18525E-08    0.14101E-11
   200    0.52726E+04   -0.14569E+02    0.72268E-06   -0.14569E+02    0.62602E+00   -0.17682E-08    0.72268E-06   -0.17682E-08    0.13888E-11
   201    0.52844E+04   -0.13377E+02    0.71321E-06   -0.13377E+02    0.62514E+00   -0.16849E-08    0.71321E-06   -0.16849E-08    0.13678E-11
   202    0.52957E+04   -0.12165E+02    0.70388E-06   -0.12165E+02    0.62504E+00   -0.16024E-08    0.70388E-06   -0.16024E-08    0.13472E-11
   203    0.53064E+04   -0.10933E+02    0.69468E-06   -0.10933E+02    0.62579E+00   -0.15209E-08    0.69468E-06   -0.15209E-08    0.13270E-11
   204    0.53165E+04   -0.96833E+01    0.68561E-06   -0.96833E+01    0.62741E+00   -0.14402E-08    0.68561E-06   -0.14402E-08    0.13072E-11
   205    0.53261E+04   -0.84133E+01    0.67666E-06   -0.84133E+01    0.62995E+00   -0.13605E-08    0.67666E-06   -0.13605E-08    0.12877E-11
   206    0.53351E+04   -0.71246E+01    0.66785E-06   -0.71246E+01    0.63344E+00   -0.12816E-08    0.66785E-06   -0.12816E-08    0.12685E-11
   207    0.53436E+04   -0.58174E+01    0.65915E-06   -0.58174E+01    0.63789E+00   -0.12037E-08    0.65915E-06   -0.12037E-08    0.12497E-11
   208    0.53513E+04   -0.44925E+01    0.65059E-06   -0.44925E+01    0.64337E+00   -0.11266E-08    0.65059E-06   -0.11266E-08    0.12313E-11
   209    0.53585E+04   -0.31500E+01    0.64214E-06   -0.31500E+01    0.64989E+00   -0.10504E-08    0.64214E-06   -0.10504E-08    0.12132E-11
   210    0.53652E+04   -0.17908E+01    0.63381E-06   -0.17908E+01    0.65750E+00   -0.97513E-09    0.63381E-06   -0.97513E-09    0.11954E-11
   211    0.53712E+04   -0.41495E+00    0.62560E-06   -0.41495E+00    0.66623E+00   -0.90070E-09    0.62560E-06   -0.90070E-09    0.11780E-11
   212    0.53765E+04    0.97661E+00    0.61751E-06    0.97661E+00    0.67611E+00   -0.82713E-09    0.61751E-06   -0.82713E-09    0.11609E-11
   213    0.53814E+04    0.23840E+01    0.60954E-06    0.23840E+01    0.68719E+00   -0.75442E-09    0.60954E-06   -0.75442E-09    0.11441E-11
   214    0.53856E+04    0.38060E+01    0.60168E-06    0.38060E+01    0.69944E+00   -0.68257E-09    0.60168E-06   -0.68257E-09    0.11276E-11
   215    0.53892E+04    0.52419E+01    0.59393E-06    0.52419E+01    0.71307E+00   -0.61156E-09    0.59393E-06   -0.61156E-09    0.11114E-11
   216    0.53922E+04    0.66923E+01    0.58630E-06    0.66923E+01    0.72789E+00   -0.54141E-09    0.58630E-06   -0.54141E-09    0.10955E-11
   217    0.53947E+04    0.81552E+01    0.57878E-06    0.81552E+01    0.74405E+00   -0.47209E-09    0.57878E-06   -0.47209E-09    0.10799E-11
   218    0.53966E+04    0.96309E+01    0.57136E-06    0.96309E+01    0.76155E+00   -0.40361E-09    0.57136E-06   -0.40361E-09    0.10646E-11
   219    0.53978E+04    0.11120E+02    0.56405E-06    0.11120E+02    0.78039E+00   -0.33596E-09    0.56405E-06   -0.33596E-09    0.10496E-11
   220    0.53986E+04    0.12619E+02    0.55685E-06    0.12619E+02    0.80072E+00   -0.26913E-09    0.55685E-06   -0.26913E-09    0.10349E-11
   221    0.53987E+04    0.14129E+02    0.54975E-06    0.14129E+02    0.82245E+00   -0.20312E-09    0.54975E-06   -0.20312E-09    0.10205E-11
   222    0.53983E+04    0.15650E+02    0.54275E-06    0.15650E+02    0.84575E+00   -0.13793E-09    0.54275E-06   -0.13793E-09    0.10063E-11
   223    0.53971E+04    0.17181E+02    0.53585E-06    0.17181E+02    0.87052E+00   -0.73541E-10    0.53585E-06   -0.73541E-10    0.99237E-12
   224    0.53955E+04    0.18720E+02    0.52906E-06    0.18720E+02    0.89678E+00   -0.99591E-11    0.52906E-06   -0.99591E-11    0.97873E-12
   225    0.53933E+04    0.20268E+02    0.52236E-06    0.20268E+02    0.92467E+00    0.52824E-10    0.52236E-06    0.52824E-10    0.96534E-12
   226    0.53905E+04    0.21824E+02    0.51575E-06    0.21824E+02    0.95418E+00    0.11481E-09    0.51575E-06    0.11481E-09    0.95220E-12
   227    0.53871E+04    0.23387E+02    0.50925E-06    0.23387E+02    0.98532E+00    0.17601E-09    0.50925E-06    0.17601E-09    0.93931E-12
   228    0.53832E+04    0.24957E+02    0.50283E-06    0.24957E+02    0.10181E+01    0.23643E-09    0.50283E-06    0.23643E-09    0.92665E-12
   229    0.53787E+04    0.26532E+02    0.49651E-06    0.26532E+02    0.10525E+01    0.29607E-09    0.49651E-06    0.29607E-09    0.91424E-12
   230    0.53735E+04    0.28113E+02    0.49028E-06    0.28113E+02    0.10887E+01    0.35494E-09    0.49028E-06    0.35494E-09    0.90205E-12
   231    0.53677E+04    0.29699E+02    0.48414E-06    0.29699E+02    0.11266E+01    0.41304E-09    0.48414E-06    0.41304E-09    0.89009E-12
   232    0.53614E+04    0.31289E+02    0.47808E-06    0.31289E+02    0.11662E+01    0.47037E-09    0.47808E-06    0.47037E-09    0.87835E-12
   233    0.53545E+04    0.32881E+02    0.47211E-06    0.32881E+02    0.12077E+01    0.52695E-09    0.47211E-06    0.52695E-09    0.86682E-12
   234    0.53469E+04    0.34477E+02    0.46623E-06    0.34477E+02    0.12510E+01    0.58278E-09    0.46623E-06    0.58278E-09    0.85550E-12
   235    0.53388E+04    0.36073E+02    0.46043E-06    0.36073E+02    0.12962E+01    0.63786E-09    0.46043E-06    0.63786E-09    0.84439E-12
   236    0.53301E+04    0.37672E+02    0.45471E-06    0.37672E+02    0.13431E+01    0.69220E-09    0.45471E-06    0.69220E-09    0.83347E-12
   237    0.53208E+04    0.39271E+02    0.44907E-06    0.39271E+02    0.13920E+01    0.74580E-09    0.44907E-06    0.74580E-09    0.82275E-12
   238    0.53109E+04    0.40870E+02    0.44351E-06    0.40870E+02    0.14428E+01    0.79867E-09    0.44351E-06    0.79867E-09    0.81222E-12
   239    0.53005E+04    0.42468E+02    0.43802E-06    0.42468E+02    0.14955E+01    0.85081E-09    0.43802E-06    0.85081E-09    0.80188E-12
   240    0.52894E+04    0.44064E+02    0.43261E-06    0.44064E+02    0.15501E+01    0.90224E-09    0.43261E-06    0.90224E-09    0.79171E-12
   241    0.52778E+04    0.45657E+02    0.42728E-06    0.45657E+02    0.16067E+01    0.95294E-09    0.42728E-06    0.95294E-09    0.78171E-12
   242    0.52657E+04    0.47249E+02    0.42202E-06    0.47249E+02    0.16653E+01    0.10029E-08    0.42202E-06    0.10029E-08    0.77188E-12
   243    0.52530E+04    0.48836E+02    0.41682E-06    0.48836E+02    0.17258E+01    0.10522E-08    0.41682E-06    0.10522E-08    0.76222E-12
   244    0.52397E+04    0.50419E+02    0.41170E-06    0.50419E+02    0.17884E+01    0.11008E-08    0.41170E-06    0.11008E-08    0.75271E-12
   245    0.52259E+04    0.51997E+02    0.40665E-06    0.51997E+02    0.18530E+01    0.11487E-08    0.40665E-06    0.11487E-08    0.74336E-12
   246    0.52115E+04    0.53570E+02    0.40166E-06    0.53570E+02    0.19196E+01    0.11959E-08    0.40166E-06    0.11959E-08    0.73415E-12
   247    0.51967E+04    0.55135E+02    0.39674E-06    0.55135E+02    0.19882E+01    0.12424E-08    0.39674E-06    0.12424E-08    0.72509E-12
   248    0.51812E+04    0.56694E+02    0.39188E-06    0.56694E+02    0.20592E+01    0.12883E-08    0.39188E-06    0.12883E-08    0.71616E-12
   249    0.51654E+04    0.58246E+02    0.38708E-06    0.58246E+02    0.21320E+01    0.13334E-08    0.38708E-06    0.13334E-08    0.70737E-12
   250    0.51489E+04    0.59788E+02    0.38235E-06    0.59788E+02    0.22070E+01    0.13779E-08    0.38235E-06    0.13779E-08    0.69870E-12
   251    0.51321E+04    0.61322E+02    0.37767E-06    0.61322E+02    0.22840E+01    0.14218E-08    0.37767E-06    0.14218E-08    0.69015E-12
   252    0.51145E+04    0.62846E+02    0.37305E-06    0.62846E+02    0.23631E+01    0.14649E-08    0.37305E-06    0.14649E-08    0.68173E-12
   253    0.50967E+04    0.64359E+02    0.36849E-06    0.64359E+02    0.24443E+01    0.15075E-08    0.36849E-06    0.15075E-08    0.67342E-12
   254    0.50783E+04    0.65860E+02    0.36399E-06    0.65860E+02    0.25277E+01    0.15494E-08    0.36399E-06    0.15494E-08    0.66523E-12
   255    0.50595E+04    0.67351E+02    0.35954E-06    0.67351E+02    0.26130E+01    0.15906E-08    0.35954E-06    0.15906E-08    0.65716E-12
   256    0.50401E+04    0.68830E+02    0.35515E-06    0.68830E+02    0.27008E+01    0.16313E-08    0.35515E-06    0.16313E-08    0.64920E-12
   257    0.50204E+04    0.70290E+02    0.35081E-06    0.70290E+02    0.27904E+01    0.16713E-08    0.35081E-06    0.16713E-08    0.64136E-12
   258    0.50001E+04    0.71743E+02    0.34653E-06    0.71743E+02    0.28822E+01    0.17107E-08    0.34653E-06    0.17107E-08    0.63363E-12
   259    0.49794E+04    0.73175E+02    0.34230E-06    0.73175E+02    0.29762E+01    0.17495E-08    0.34230E-06    0.17495E-08    0.62601E-12
   260    0.49584E+04    0.74601E+02    0.33813E-06    0.74601E+02    0.30724E+01    0.17877E-08    0.33813E-06    0.17877E-08    0.61850E-12
   261    0.49368E+04    0.75997E+02    0.33401E-06    0.75997E+02    0.31706E+01    0.18254E-08    0.33401E-06    0.18254E-08    0.61110E-12
   262    0.49148E+04    0.77387E+02    0.32994E-06    0.77387E+02    0.32710E+01    0.18624E-08    0.32994E-06    0.18624E-08    0.60380E-12
   263    0.48926E+04    0.78763E+02    0.32592E-06    0.78763E+02    0.33735E+01    0.18990E-08    0.32592E-06    0.18990E-08    0.59661E-12
   264    0.48698E+04    0.80118E+02    0.32195E-06    0.80118E+02    0.34782E+01    0.19349E-08    0.32195E-06    0.19349E-08    0.58952E-12
   265    0.48465E+04    0.81443E+02    0.31804E-06    0.81443E+02    0.35849E+01    0.19703E-08    0.31804E-06    0.19703E-08    0.58254E-12
   266    0.48229E+04    0.82763E+02    0.31417E-06    0.82763E+02    0.36938E+01    0.20052E-08    0.31417E-06    0.20052E-08    0.57566E-12
   267    0.47988E+04    0.84054E+02    0.31035E-06    0.84054E+02    0.38047E+01    0.20395E-08    0.31035E-06    0.20395E-08    0.56888E-12
   268    0.47744E+04    0.85330E+02    0.30658E-06    0.85330E+02    0.39179E+01    0.20733E-08    0.30658E-06    0.20733E-08    0.56220E-12
   269    0.47494E+04    0.86586E+02    0.30286E-06    0.86586E+02    0.40331E+01    0.21066E-08    0.30286E-06    0.21066E-08    0.55561E-12
   270    0.47242E+04    0.87821E+02    0.29919E-06    0.87821E+02    0.41503E+01    0.21394E-08    0.29919E-06    0.21394E-08    0.54912E-12
   271    0.46986E+04    0.89034E+02    0.29556E-06    0.89034E+02    0.42695E+01    0.21717E-08    0.29556E-06    0.21717E-08    0.54273E-12
   272    0.46728E+04    0.90218E+02    0.29198E-06    0.90218E+02    0.43911E+01    0.22034E-08    0.29198E-06    0.22034E-08    0.53643E-12
   273    0.46466E+04    0.91389E+02    0.28844E-06    0.91389E+02    0.45143E+01    0.22348E-08    0.28844E-06    0.22348E-08    0.53022E-12
   274    0.46200E+04    0.92525E+02    0.28495E-06    0.92525E+02    0.46398E+01    0.22656E-08    0.28495E-06    0.22656E-08    0.52410E-12
   275    0.45931E+04    0.93646E+02    0.28151E-06    0.93646E+02    0.47671E+01    0.22960E-08    0.28151E-06    0.22960E-08    0.51807E-12
   276    0.45660E+04    0.94731E+02    0.27810E-06    0.94731E+02    0.48964E+01    0.23259E-08    0.27810E-06    0.23259E-08    0.51213E-12
   277    0.45385E+04    0.95803E+02    0.27474E-06    0.95803E+02    0.50277E+01    0.23554E-08    0.27474E-06    0.23554E-08    0.50628E-12
   278    0.45107E+04    0.96839E+02    0.27143E-06    0.96839E+02    0.51609E+01    0.23844E-08    0.27143E-06    0.23844E-08    0.50051E-12
   279    0.44826E+04    0.97847E+02    0.26815E-06    0.97847E+02    0.52960E+01    0.24130E-08    0.26815E-06    0.24130E-08    0.49483E-12
   280    0.44543E+04    0.98841E+02    0.26491E-06    0.98841E+02    0.54329E+01    0.24411E-08    0.26491E-06    0.24411E-08    0.48923E-12
   281    0.44258E+04    0.99799E+02    0.26172E-06    0.99799E+02    0.55718E+01    0.24689E-08    0.26172E-06    0.24689E-08    0.48371E-12
   282    0.43969E+04    0.10073E+03    0.25857E-06    0.10073E+03    0.57123E+01    0.24962E-08    0.25857E-06    0.24962E-08    0.47827E-12
   283    0.43678E+04    0.10163E+03    0.25545E-06    0.10163E+03    0.58547E+01    0.25232E-08    0.25545E-06    0.25232E-08    0.47291E-12
   284    0.43385E+04    0.10250E+03    0.25237E-06    0.10250E+03    0.59988E+01    0.25497E-08    0.25237E-06    0.25497E-08    0.46762E-12
   285    0.43090E+04    0.10335E+03    0.24933E-06    0.10335E+03    0.61448E+01    0.25759E-08    0.24933E-06    0.25759E-08    0.46241E-12
   286    0.42792E+04    0.10416E+03    0.24633E-06    0.10416E+03    0.62924E+01    0.26017E-08    0.24633E-06    0.26017E-08    0.45728E-12
   287    0.42492E+04    0.10495E+03    0.24337E-06    0.10495E+03    0.64417E+01    0.26271E-08    0.24337E-06    0.26271E-08    0.45222E-12
   288    0.42191E+04    0.10570E+03    0.24044E-06    0.10570E+03    0.65926E+01    0.26522E-08    0.24044E-06    0.26522E-08    0.44723E-12
   289    0.41887E+04    0.10643E+03    0.23755E-06    0.10643E+03    0.67450E+01    0.26769E-08    0.23755E-06    0.26769E-08    0.44232E-12
   290    0.41582E+04    0.10712E+03    0.23469E-06    0.10712E+03    0.68989E+01    0.27013E-08    0.23469E-06    0.27013E-08    0.43747E-12
   291    0.41275E+04    0.10778E+03    0.23186E-06    0.10778E+03    0.70550E+01    0.27254E-08    0.23186E-06    0.27254E-08    0.43269E-12
   292    0.40964E+04    0.10841E+03    0.22907E-06    0.10841E+03    0.72122E+01    0.27491E-08    0.22907E-06    0.27491E-08    0.42797E-12
   293    0.40655E+04    0.10900E+03    0.22632E-06    0.10900E+03    0.73700E+01    0.27725E-08    0.22632E-06    0.27725E-08    0.42333E-12
   294    0.40342E+04    0.10957E+03    0.22359E-06    0.10957E+03    0.75300E+01    0.27956E-08    0.22359E-06    0.27956E-08    0.41874E-12
   295    0.40031E+04    0.11010E+03    0.22090E-06    0.11010E+03    0.76907E+01    0.28184E-08    0.22090E-06    0.28184E-08    0.41422E-12
   296    0.39716E+04    0.11060E+03    0.21824E-06    0.11060E+03    0.78536E+01    0.28409E-08    0.21824E-06    0.28409E-08    0.40976E-12
   297    0.39401E+04    0.11107E+03    0.21561E-06    0.11107E+03    0.80164E+01    0.28631E-08    0.21561E-06    0.28631E-08    0.40536E-12
   298    0.39083E+04    0.11149E+03    0.21301E-06    0.11149E+03    0.81814E+01    0.28851E-08    0.21301E-06    0.28851E-08    0.40101E-12
   299    0.38766E+04    0.11189E+03    0.21044E-06    0.11189E+03    0.83479E+01    0.29068E-08    0.21044E-06    0.29068E-08    0.39673E-12
   300    0.38447E+04    0.11224E+03    0.20789E-06    0.11224E+03    0.85143E+01    0.29282E-08    0.20789E-06    0.29282E-08    0.39250E-12
   301    0.38127E+04    0.11257E+03    0.20538E-06    0.11257E+03    0.86822E+01    0.29493E-08    0.20538E-06    0.29493E-08    0.38833E-12
   302    0.37807E+04    0.11288E+03    0.20289E-06    0.11288E+03    0.88508E+01    0.29703E-08    0.20289E-06    0.29703E-08    0.38420E-12
   303    0.37487E+04    0.11313E+03    0.20043E-06    0.11313E+03    0.90208E+01    0.29909E-08    0.20043E-06    0.29909E-08    0.38014E-12
   304    0.37166E+04    0.11335E+03    0.19800E-06    0.11335E+03    0.91923E+01    0.30113E-08    0.19800E-06    0.30113E-08    0.37612E-12
   305    0.36845E+04    0.11354E+03    0.19560E-06    0.11354E+03    0.93637E+01    0.30313E-08    0.19560E-06    0.30313E-08    0.37216E-12
   306    0.36523E+04    0.11369E+03    0.19322E-06    0.11369E+03    0.95359E+01    0.30511E-08    0.19322E-06    0.30511E-08    0.36825E-12
   307    0.36201E+04    0.11380E+03    0.19087E-06    0.11380E+03    0.97088E+01    0.30706E-08    0.19087E-06    0.30706E-08    0.36439E-12
   308    0.35879E+04    0.11389E+03    0.18855E-06    0.11389E+03    0.98839E+01    0.30897E-08    0.18855E-06    0.30897E-08    0.36058E-12
   309    0.35558E+04    0.11393E+03    0.18625E-06    0.11393E+03    0.10058E+02    0.31085E-08    0.18625E-06    0.31085E-08    0.35682E-12
   310    0.35236E+04    0.11394E+03    0.18398E-06    0.11394E+03    0.10233E+02    0.31270E-08    0.18398E-06    0.31270E-08    0.35310E-12
   311    0.34915E+04    0.11391E+03    0.18174E-06    0.11391E+03    0.10409E+02    0.31451E-08    0.18174E-06    0.31451E-08    0.34944E-12
   312    0.34594E+04    0.11385E+03    0.17952E-06    0.11385E+03    0.10585E+02    0.31629E-08    0.17952E-06    0.31629E-08    0.34583E-12
   313    0.34274E+04    0.11375E+03    0.17732E-06    0.11375E+03    0.10762E+02    0.31803E-08    0.17732E-06    0.31803E-08    0.34226E-12
   314    0.33954E+04    0.11362E+03    0.17516E-06    0.11362E+03    0.10939E+02    0.31974E-08    0.17516E-06    0.31974E-08    0.33874E-12
   315    0.33634E+04    0.11344E+03    0.17301E-06    0.11344E+03    0.11116E+02    0.32140E-08    0.17301E-06    0.32140E-08    0.33526E-12
   316    0.33316E+04    0.11323E+03    0.17090E-06    0.11323E+03    0.11293E+02    0.32303E-08    0.17090E-06    0.32303E-08    0.33183E-12
   317    0.32998E+04    0.11299E+03    0.16880E-06    0.11299E+03    0.11469E+02    0.32461E-08    0.16880E-06    0.32461E-08    0.32845E-12
   318    0.32681E+04    0.11271E+03    0.16674E-06    0.11271E+03    0.11648E+02    0.32615E-08    0.16674E-06    0.32615E-08    0.32511E-12
