#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   696    0.17475E+04   -0.95109E+02   -0.33011E-07   -0.95109E+02    0.36136E+02   -0.16327E-08   -0.33011E-07   -0.16327E-08    0.31877E-13
   697    0.17525E+04   -0.96523E+02   -0.32767E-07   -0.96523E+02    0.36050E+02   -0.16274E-08   -0.32767E-07   -0.16274E-08    0.31711E-13
   698    0.17575E+04   -0.97919E+02   -0.32524E-07   -0.97919E+02    0.35959E+02   -0.16219E-08   -0.32524E-07   -0.16219E-08    0.31547E-13
   699    0.17627E+04   -0.99289E+02   -0.32283E-07   -0.99289E+02    0.35862E+02   -0.16163E-08   -0.32283E-07   -0.16163E-08    0.31383E-13
   700    0.17682E+04   -0.10064E+03   -0.32044E-07   -0.10064E+03    0.35759E+02   -0.16105E-08   -0.32044E-07   -0.16105E-08    0.31220E-13
   701    0.17737E+04   -0.10197E+03   -0.31807E-07   -0.10197E+03    0.35651E+02   -0.16046E-08   -0.31807E-07   -0.16046E-08    0.31059E-13
   702    0.17794E+04   -0.10327E+03   -0.31572E-07   -0.10327E+03    0.35538E+02   -0.15984E-08   -0.31572E-07   -0.15984E-08    0.30898E-13
   703    0.17852E+04   -0.10457E+03   -0.31340E-07   -0.10457E+03    0.35418E+02   -0.15922E-08   -0.31340E-07   -0.15922E-08    0.30739E-13
   704    0.17912E+04   -0.10582E+03   -0.31109E-07   -0.10582E+03    0.35294E+02   -0.15857E-08   -0.31109E-07   -0.15857E-08    0.30580E-13
   705    0.17972E+04   -0.10705E+03   -0.30880E-07   -0.10705E+03    0.35163E+02   -0.15791E-08   -0.30880E-07   -0.15791E-08    0.30422E-13
   706    0.18034E+04   -0.10826E+03   -0.30653E-07   -0.10826E+03    0.35028E+02   -0.15724E-08   -0.30653E-07   -0.15724E-08    0.30266E-13
   707    0.18096E+04   -0.10945E+03   -0.30428E-07   -0.10945E+03    0.34887E+02   -0.15655E-08   -0.30428E-07   -0.15655E-08    0.30110E-13
   708    0.18162E+04   -0.11060E+03   -0.30205E-07   -0.11060E+03    0.34742E+02   -0.15585E-08   -0.30205E-07   -0.15585E-08    0.29956E-13
   709    0.18227E+04   -0.11173E+03   -0.29984E-07   -0.11173E+03    0.34590E+02   -0.15513E-08   -0.29984E-07   -0.15513E-08    0.29802E-13
   710    0.18295E+04   -0.11283E+03   -0.29765E-07   -0.11283E+03    0.34434E+02   -0.15439E-08   -0.29765E-07   -0.15439E-08    0.29650E-13
   711    0.18362E+04   -0.11390E+03   -0.29548E-07   -0.11390E+03    0.34273E+02   -0.15364E-08   -0.29548E-07   -0.15364E-08    0.29498E-13
   712    0.18432E+04   -0.11496E+03   -0.29333E-07   -0.11496E+03    0.34107E+02   -0.15288E-08   -0.29333E-07   -0.15288E-08    0.29347E-13
   713    0.18503E+04   -0.11597E+03   -0.29120E-07   -0.11597E+03    0.33935E+02   -0.15211E-08   -0.29120E-07   -0.15211E-08    0.29197E-13
   714    0.18573E+04   -0.11696E+03   -0.28908E-07   -0.11696E+03    0.33760E+02   -0.15132E-08   -0.28908E-07   -0.15132E-08    0.29049E-13
   715    0.18646E+04   -0.11792E+03   -0.28699E-07   -0.11792E+03    0.33579E+02   -0.15051E-08   -0.28699E-07   -0.15051E-08    0.28901E-13
   716    0.18719E+04   -0.11885E+03   -0.28492E-07   -0.11885E+03    0.33394E+02   -0.14969E-08   -0.28492E-07   -0.14969E-08    0.28754E-13
   717    0.18794E+04   -0.11974E+03   -0.28287E-07   -0.11974E+03    0.33205E+02   -0.14886E-08   -0.28287E-07   -0.14886E-08    0.28608E-13
   718    0.18869E+04   -0.12062E+03   -0.28084E-07   -0.12062E+03    0.33011E+02   -0.14802E-08   -0.28084E-07   -0.14802E-08    0.28463E-13
   719    0.18945E+04   -0.12145E+03   -0.27882E-07   -0.12145E+03    0.32811E+02   -0.14716E-08   -0.27882E-07   -0.14716E-08    0.28318E-13
   720    0.19021E+04   -0.12226E+03   -0.27683E-07   -0.12226E+03    0.32607E+02   -0.14629E-08   -0.27683E-07   -0.14629E-08    0.28175E-13
   721    0.19099E+04   -0.12302E+03   -0.27486E-07   -0.12302E+03    0.32401E+02   -0.14541E-08   -0.27486E-07   -0.14541E-08    0.28033E-13
   722    0.19177E+04   -0.12375E+03   -0.27291E-07   -0.12375E+03    0.32190E+02   -0.14452E-08   -0.27291E-07   -0.14452E-08    0.27891E-13
   723    0.19256E+04   -0.12446E+03   -0.27097E-07   -0.12446E+03    0.31975E+02   -0.14361E-08   -0.27097E-07   -0.14361E-08    0.27750E-13
   724    0.19335E+04   -0.12514E+03   -0.26906E-07   -0.12514E+03    0.31756E+02   -0.14270E-08   -0.26906E-07   -0.14270E-08    0.27611E-13
   725    0.19416E+04   -0.12578E+03   -0.26716E-07   -0.12578E+03    0.31533E+02   -0.14177E-08   -0.26716E-07   -0.14177E-08    0.27472E-13
   726    0.19497E+04   -0.12638E+03   -0.26529E-07   -0.12638E+03    0.31309E+02   -0.14082E-08   -0.26529E-07   -0.14082E-08    0.27334E-13
   727    0.19578E+04   -0.12696E+03   -0.26343E-07   -0.12696E+03    0.31079E+02   -0.13987E-08   -0.26343E-07   -0.13987E-08    0.27197E-13
   728    0.19660E+04   -0.12749E+03   -0.26160E-07   -0.12749E+03    0.30844E+02   -0.13891E-08   -0.26160E-07   -0.13891E-08    0.27060E-13
   729    0.19742E+04   -0.12800E+03   -0.25978E-07   -0.12800E+03    0.30608E+02   -0.13793E-08   -0.25978E-07   -0.13793E-08    0.26925E-13
   730    0.19824E+04   -0.12847E+03   -0.25799E-07   -0.12847E+03    0.30368E+02   -0.13695E-08   -0.25799E-07   -0.13695E-08    0.26790E-13
   731    0.19908E+04   -0.12890E+03   -0.25621E-07   -0.12890E+03    0.30124E+02   -0.13595E-08   -0.25621E-07   -0.13595E-08    0.26657E-13
   732    0.19991E+04   -0.12929E+03   -0.25446E-07   -0.12929E+03    0.29879E+02   -0.13494E-08   -0.25446E-07   -0.13494E-08    0.26524E-13
   733    0.20075E+04   -0.12966E+03   -0.25272E-07   -0.12966E+03    0.29630E+02   -0.13393E-08   -0.25272E-07   -0.13393E-08    0.26391E-13
   734    0.20159E+04   -0.12998E+03   -0.25100E-07   -0.12998E+03    0.29378E+02   -0.13290E-08   -0.25100E-07   -0.13290E-08    0.26260E-13
   735    0.20244E+04   -0.13028E+03   -0.24931E-07   -0.13028E+03    0.29123E+02   -0.13186E-08   -0.24931E-07   -0.13186E-08    0.26130E-13
   736    0.20328E+04   -0.13053E+03   -0.24763E-07   -0.13053E+03    0.28865E+02   -0.13082E-08   -0.24763E-07   -0.13082E-08    0.26000E-13
   737    0.20413E+04   -0.13076E+03   -0.24597E-07   -0.13076E+03    0.28606E+02   -0.12976E-08   -0.24597E-07   -0.12976E-08    0.25871E-13
   738    0.20496E+04   -0.13093E+03   -0.24433E-07   -0.13093E+03    0.28345E+02   -0.12870E-08   -0.24433E-07   -0.12870E-08    0.25743E-13
   739    0.20581E+04   -0.13107E+03   -0.24272E-07   -0.13107E+03    0.28081E+02   -0.12762E-08   -0.24272E-07   -0.12762E-08    0.25616E-13
   740    0.20665E+04   -0.13119E+03   -0.24112E-07   -0.13119E+03    0.27815E+02   -0.12654E-08   -0.24112E-07   -0.12654E-08    0.25489E-13
   741    0.20750E+04   -0.13126E+03   -0.23954E-07   -0.13126E+03    0.27546E+02   -0.12545E-08   -0.23954E-07   -0.12545E-08    0.25363E-13
   742    0.20834E+04   -0.13129E+03   -0.23798E-07   -0.13129E+03    0.27278E+02   -0.12435E-08   -0.23798E-07   -0.12435E-08    0.25238E-13
   743    0.20918E+04   -0.13130E+03   -0.23644E-07   -0.13130E+03    0.27009E+02   -0.12324E-08   -0.23644E-07   -0.12324E-08    0.25114E-13
   744    0.21003E+04   -0.13125E+03   -0.23492E-07   -0.13125E+03    0.26736E+02   -0.12212E-08   -0.23492E-07   -0.12212E-08    0.24990E-13
   745    0.21087E+04   -0.13119E+03   -0.23342E-07   -0.13119E+03    0.26463E+02   -0.12099E-08   -0.23342E-07   -0.12099E-08    0.24868E-13
   746    0.21170E+04   -0.13107E+03   -0.23194E-07   -0.13107E+03    0.26188E+02   -0.11986E-08   -0.23194E-07   -0.11986E-08    0.24746E-13
   747    0.21252E+04   -0.13092E+03   -0.23048E-07   -0.13092E+03    0.25912E+02   -0.11872E-08   -0.23048E-07   -0.11872E-08    0.24624E-13
   748    0.21335E+04   -0.13074E+03   -0.22904E-07   -0.13074E+03    0.25636E+02   -0.11757E-08   -0.22904E-07   -0.11757E-08    0.24504E-13
   749    0.21418E+04   -0.13053E+03   -0.22761E-07   -0.13053E+03    0.25357E+02   -0.11642E-08   -0.22761E-07   -0.11642E-08    0.24384E-13
   750    0.21499E+04   -0.13027E+03   -0.22621E-07   -0.13027E+03    0.25079E+02   -0.11526E-08   -0.22621E-07   -0.11526E-08    0.24265E-13
   751    0.21581E+04   -0.12998E+03   -0.22483E-07   -0.12998E+03    0.24800E+02   -0.11409E-08   -0.22483E-07   -0.11409E-08    0.24146E-13
   752    0.21662E+04   -0.12964E+03   -0.22347E-07   -0.12964E+03    0.24521E+02   -0.11291E-08   -0.22347E-07   -0.11291E-08    0.24029E-13
   753    0.21742E+04   -0.12928E+03   -0.22212E-07   -0.12928E+03    0.24241E+02   -0.11173E-08   -0.22212E-07   -0.11173E-08    0.23912E-13
   754    0.21821E+04   -0.12887E+03   -0.22080E-07   -0.12887E+03    0.23961E+02   -0.11054E-08   -0.22080E-07   -0.11054E-08    0.23795E-13
   755    0.21901E+04   -0.12844E+03   -0.21949E-07   -0.12844E+03    0.23681E+02   -0.10935E-08   -0.21949E-07   -0.10935E-08    0.23680E-13
   756    0.21978E+04   -0.12796E+03   -0.21820E-07   -0.12796E+03    0.23402E+02   -0.10815E-08   -0.21820E-07   -0.10815E-08    0.23565E-13
   757    0.22057E+04   -0.12745E+03   -0.21693E-07   -0.12745E+03    0.23123E+02   -0.10694E-08   -0.21693E-07   -0.10694E-08    0.23450E-13
   758    0.22133E+04   -0.12690E+03   -0.21568E-07   -0.12690E+03    0.22843E+02   -0.10573E-08   -0.21568E-07   -0.10573E-08    0.23337E-13
   759    0.22209E+04   -0.12632E+03   -0.21445E-07   -0.12632E+03    0.22564E+02   -0.10451E-08   -0.21445E-07   -0.10451E-08    0.23224E-13
   760    0.22284E+04   -0.12570E+03   -0.21323E-07   -0.12570E+03    0.22285E+02   -0.10329E-08   -0.21323E-07   -0.10329E-08    0.23111E-13
   761    0.22358E+04   -0.12505E+03   -0.21203E-07   -0.12505E+03    0.22008E+02   -0.10207E-08   -0.21203E-07   -0.10207E-08    0.23000E-13
   762    0.22432E+04   -0.12436E+03   -0.21085E-07   -0.12436E+03    0.21731E+02   -0.10084E-08   -0.21085E-07   -0.10084E-08    0.22889E-13
   763    0.22504E+04   -0.12364E+03   -0.20969E-07   -0.12364E+03    0.21456E+02   -0.99601E-09   -0.20969E-07   -0.99601E-09    0.22779E-13
   764    0.22576E+04   -0.12289E+03   -0.20854E-07   -0.12289E+03    0.21181E+02   -0.98362E-09   -0.20854E-07   -0.98362E-09    0.22669E-13
   765    0.22646E+04   -0.12210E+03   -0.20740E-07   -0.12210E+03    0.20907E+02   -0.97120E-09   -0.20740E-07   -0.97120E-09    0.22560E-13
   766    0.22716E+04   -0.12128E+03   -0.20629E-07   -0.12128E+03    0.20635E+02   -0.95873E-09   -0.20629E-07   -0.95873E-09    0.22452E-13
   767    0.22784E+04   -0.12042E+03   -0.20519E-07   -0.12042E+03    0.20365E+02   -0.94624E-09   -0.20519E-07   -0.94624E-09    0.22344E-13
   768    0.22851E+04   -0.11953E+03   -0.20410E-07   -0.11953E+03    0.20096E+02   -0.93371E-09   -0.20410E-07   -0.93371E-09    0.22237E-13
   769    0.22917E+04   -0.11861E+03   -0.20303E-07   -0.11861E+03    0.19827E+02   -0.92115E-09   -0.20303E-07   -0.92115E-09    0.22130E-13
   770    0.22982E+04   -0.11766E+03   -0.20198E-07   -0.11766E+03    0.19561E+02   -0.90856E-09   -0.20198E-07   -0.90856E-09    0.22025E-13
   771    0.23046E+04   -0.11667E+03   -0.20094E-07   -0.11667E+03    0.19297E+02   -0.89595E-09   -0.20094E-07   -0.89595E-09    0.21919E-13
   772    0.23107E+04   -0.11564E+03   -0.19992E-07   -0.11564E+03    0.19036E+02   -0.88332E-09   -0.19992E-07   -0.88332E-09    0.21815E-13
   773    0.23169E+04   -0.11459E+03   -0.19891E-07   -0.11459E+03    0.18776E+02   -0.87066E-09   -0.19891E-07   -0.87066E-09    0.21711E-13
   774    0.23228E+04   -0.11352E+03   -0.19791E-07   -0.11352E+03    0.18519E+02   -0.85798E-09   -0.19791E-07   -0.85798E-09    0.21607E-13
   775    0.23287E+04   -0.11241E+03   -0.19693E-07   -0.11241E+03    0.18264E+02   -0.84529E-09   -0.19693E-07   -0.84529E-09    0.21505E-13
   776    0.23343E+04   -0.11127E+03   -0.19596E-07   -0.11127E+03    0.18012E+02   -0.83258E-09   -0.19596E-07   -0.83258E-09    0.21403E-13
   777    0.23398E+04   -0.11010E+03   -0.19501E-07   -0.11010E+03    0.17763E+02   -0.81985E-09   -0.19501E-07   -0.81985E-09    0.21301E-13
   778    0.23454E+04   -0.10890E+03   -0.19407E-07   -0.10890E+03    0.17516E+02   -0.80712E-09   -0.19407E-07   -0.80712E-09    0.21200E-13
   779    0.23506E+04   -0.10767E+03   -0.19314E-07   -0.10767E+03    0.17272E+02   -0.79438E-09   -0.19314E-07   -0.79438E-09    0.21100E-13
   780    0.23557E+04   -0.10641E+03   -0.19222E-07   -0.10641E+03    0.17030E+02   -0.78163E-09   -0.19222E-07   -0.78163E-09    0.21000E-13
   781    0.23607E+04   -0.10514E+03   -0.19132E-07   -0.10514E+03    0.16793E+02   -0.76887E-09   -0.19132E-07   -0.76887E-09    0.20901E-13
   782    0.23655E+04   -0.10384E+03   -0.19043E-07   -0.10384E+03    0.16558E+02   -0.75612E-09   -0.19043E-07   -0.75612E-09    0.20802E-13
   783    0.23701E+04   -0.10250E+03   -0.18955E-07   -0.10250E+03    0.16327E+02   -0.74336E-09   -0.18955E-07   -0.74336E-09    0.20704E-13
   784    0.23747E+04   -0.10114E+03   -0.18869E-07   -0.10114E+03    0.16099E+02   -0.73061E-09   -0.18869E-07   -0.73061E-09    0.20606E-13
   785    0.23789E+04   -0.99758E+02   -0.18783E-07   -0.99758E+02    0.15875E+02   -0.71786E-09   -0.18783E-07   -0.71786E-09    0.20510E-13
   786    0.23831E+04   -0.98328E+02   -0.18699E-07   -0.98328E+02    0.15654E+02   -0.70511E-09   -0.18699E-07   -0.70511E-09    0.20413E-13
   787    0.23871E+04   -0.96887E+02   -0.18616E-07   -0.96887E+02    0.15437E+02   -0.69237E-09   -0.18616E-07   -0.69237E-09    0.20317E-13
   788    0.23909E+04   -0.95427E+02   -0.18534E-07   -0.95427E+02    0.15224E+02   -0.67965E-09   -0.18534E-07   -0.67965E-09    0.20222E-13
   789    0.23945E+04   -0.93949E+02   -0.18453E-07   -0.93949E+02    0.15013E+02   -0.66694E-09   -0.18453E-07   -0.66694E-09    0.20127E-13
   790    0.23981E+04   -0.92439E+02   -0.18373E-07   -0.92439E+02    0.14809E+02   -0.65424E-09   -0.18373E-07   -0.65424E-09    0.20033E-13
   791    0.24014E+04   -0.90902E+02   -0.18294E-07   -0.90902E+02    0.14608E+02   -0.64156E-09   -0.18294E-07   -0.64156E-09    0.19940E-13
   792    0.24045E+04   -0.89355E+02   -0.18216E-07   -0.89355E+02    0.14412E+02   -0.62889E-09   -0.18216E-07   -0.62889E-09    0.19846E-13
   793    0.24074E+04   -0.87775E+02   -0.18139E-07   -0.87775E+02    0.14221E+02   -0.61625E-09   -0.18139E-07   -0.61625E-09    0.19754E-13
   794    0.24101E+04   -0.86185E+02   -0.18063E-07   -0.86185E+02    0.14034E+02   -0.60363E-09   -0.18063E-07   -0.60363E-09    0.19662E-13
   795    0.24127E+04   -0.84569E+02   -0.17988E-07   -0.84569E+02    0.13851E+02   -0.59104E-09   -0.17988E-07   -0.59104E-09    0.19570E-13
   796    0.24152E+04   -0.82943E+02   -0.17914E-07   -0.82943E+02    0.13673E+02   -0.57848E-09   -0.17914E-07   -0.57848E-09    0.19479E-13
   797    0.24173E+04   -0.81292E+02   -0.17841E-07   -0.81292E+02    0.13500E+02   -0.56594E-09   -0.17841E-07   -0.56594E-09    0.19389E-13
   798    0.24193E+04   -0.79631E+02   -0.17768E-07   -0.79631E+02    0.13332E+02   -0.55344E-09   -0.17768E-07   -0.55344E-09    0.19299E-13
   799    0.24211E+04   -0.77953E+02   -0.17697E-07   -0.77953E+02    0.13169E+02   -0.54097E-09   -0.17697E-07   -0.54097E-09    0.19209E-13
   800    0.24228E+04   -0.76257E+02   -0.17626E-07   -0.76257E+02    0.13010E+02   -0.52853E-09   -0.17626E-07   -0.52853E-09    0.19120E-13
   801    0.24242E+04   -0.74551E+02   -0.17556E-07   -0.74551E+02    0.12858E+02   -0.51614E-09   -0.17556E-07   -0.51614E-09    0.19032E-13
   802    0.24253E+04   -0.72813E+02   -0.17487E-07   -0.72813E+02    0.12710E+02   -0.50378E-09   -0.17487E-07   -0.50378E-09    0.18944E-13
   803    0.24265E+04   -0.71080E+02   -0.17419E-07   -0.71080E+02    0.12566E+02   -0.49146E-09   -0.17419E-07   -0.49146E-09    0.18856E-13
   804    0.24273E+04   -0.69323E+02   -0.17351E-07   -0.69323E+02    0.12429E+02   -0.47918E-09   -0.17351E-07   -0.47918E-09    0.18769E-13
   805    0.24280E+04   -0.67555E+02   -0.17284E-07   -0.67555E+02    0.12297E+02   -0.46694E-09   -0.17284E-07   -0.46694E-09    0.18683E-13
   806    0.24284E+04   -0.65778E+02   -0.17218E-07   -0.65778E+02    0.12170E+02   -0.45474E-09   -0.17218E-07   -0.45474E-09    0.18597E-13
   807    0.24286E+04   -0.63990E+02   -0.17153E-07   -0.63990E+02    0.12049E+02   -0.44258E-09   -0.17153E-07   -0.44258E-09    0.18511E-13
   808    0.24286E+04   -0.62186E+02   -0.17089E-07   -0.62186E+02    0.11934E+02   -0.43045E-09   -0.17089E-07   -0.43045E-09    0.18426E-13
   809    0.24285E+04   -0.60379E+02   -0.17025E-07   -0.60379E+02    0.11824E+02   -0.41837E-09   -0.17025E-07   -0.41837E-09    0.18342E-13
   810    0.24281E+04   -0.58554E+02   -0.16962E-07   -0.58554E+02    0.11720E+02   -0.40633E-09   -0.16962E-07   -0.40633E-09    0.18258E-13
   811    0.24275E+04   -0.56720E+02   -0.16900E-07   -0.56720E+02    0.11622E+02   -0.39433E-09   -0.16900E-07   -0.39433E-09    0.18174E-13
   812    0.24267E+04   -0.54882E+02   -0.16839E-07   -0.54882E+02    0.11530E+02   -0.38238E-09   -0.16839E-07   -0.38238E-09    0.18091E-13
   813    0.24257E+04   -0.53038E+02   -0.16778E-07   -0.53038E+02    0.11443E+02   -0.37046E-09   -0.16778E-07   -0.37046E-09    0.18008E-13
   814    0.24247E+04   -0.51186E+02   -0.16718E-07   -0.51186E+02    0.11363E+02   -0.35859E-09   -0.16718E-07   -0.35859E-09    0.17926E-13
   815    0.24233E+04   -0.49329E+02   -0.16659E-07   -0.49329E+02    0.11288E+02   -0.34675E-09   -0.16659E-07   -0.34675E-09    0.17844E-13
   816    0.24216E+04   -0.47466E+02   -0.16601E-07   -0.47466E+02    0.11219E+02   -0.33496E-09   -0.16601E-07   -0.33496E-09    0.17763E-13
   817    0.24198E+04   -0.45599E+02   -0.16543E-07   -0.45599E+02    0.11156E+02   -0.32322E-09   -0.16543E-07   -0.32322E-09    0.17682E-13
   818    0.24179E+04   -0.43727E+02   -0.16487E-07   -0.43727E+02    0.11100E+02   -0.31151E-09   -0.16487E-07   -0.31151E-09    0.17601E-13
   819    0.24157E+04   -0.41852E+02   -0.16430E-07   -0.41852E+02    0.11049E+02   -0.29985E-09   -0.16430E-07   -0.29985E-09    0.17521E-13
   820    0.24134E+04   -0.39974E+02   -0.16375E-07   -0.39974E+02    0.11004E+02   -0.28823E-09   -0.16375E-07   -0.28823E-09    0.17442E-13
   821    0.24108E+04   -0.38095E+02   -0.16321E-07   -0.38095E+02    0.10964E+02   -0.27666E-09   -0.16321E-07   -0.27666E-09    0.17362E-13
   822    0.24080E+04   -0.36215E+02   -0.16267E-07   -0.36215E+02    0.10932E+02   -0.26513E-09   -0.16267E-07   -0.26513E-09    0.17284E-13
   823    0.24050E+04   -0.34333E+02   -0.16214E-07   -0.34333E+02    0.10906E+02   -0.25364E-09   -0.16214E-07   -0.25364E-09    0.17206E-13
   824    0.24017E+04   -0.32451E+02   -0.16162E-07   -0.32451E+02    0.10886E+02   -0.24220E-09   -0.16162E-07   -0.24220E-09    0.17128E-13
   825    0.23984E+04   -0.30571E+02   -0.16110E-07   -0.30571E+02    0.10871E+02   -0.23080E-09   -0.16110E-07   -0.23080E-09    0.17050E-13
   826    0.23947E+04   -0.28692E+02   -0.16059E-07   -0.28692E+02    0.10864E+02   -0.21945E-09   -0.16059E-07   -0.21945E-09    0.16973E-13
   827    0.23909E+04   -0.26816E+02   -0.16009E-07   -0.26816E+02    0.10862E+02   -0.20815E-09   -0.16009E-07   -0.20815E-09    0.16897E-13
   828    0.23870E+04   -0.24942E+02   -0.15960E-07   -0.24942E+02    0.10867E+02   -0.19689E-09   -0.15960E-07   -0.19689E-09    0.16821E-13
   829    0.23827E+04   -0.23073E+02   -0.15911E-07   -0.23073E+02    0.10879E+02   -0.18568E-09   -0.15911E-07   -0.18568E-09    0.16745E-13
   830    0.23784E+04   -0.21210E+02   -0.15863E-07   -0.21210E+02    0.10896E+02   -0.17451E-09   -0.15863E-07   -0.17451E-09    0.16670E-13
   831    0.23738E+04   -0.19352E+02   -0.15816E-07   -0.19352E+02    0.10919E+02   -0.16339E-09   -0.15816E-07   -0.16339E-09    0.16595E-13
   832    0.23690E+04   -0.17500E+02   -0.15769E-07   -0.17500E+02    0.10948E+02   -0.15231E-09   -0.15769E-07   -0.15231E-09    0.16520E-13
   833    0.23641E+04   -0.15654E+02   -0.15724E-07   -0.15654E+02    0.10984E+02   -0.14129E-09   -0.15724E-07   -0.14129E-09    0.16446E-13
   834    0.23589E+04   -0.13816E+02   -0.15679E-07   -0.13816E+02    0.11026E+02   -0.13031E-09   -0.15679E-07   -0.13031E-09    0.16373E-13
   835    0.23536E+04   -0.11986E+02   -0.15634E-07   -0.11986E+02    0.11074E+02   -0.11938E-09   -0.15634E-07   -0.11938E-09    0.16299E-13
   836    0.23480E+04   -0.10165E+02   -0.15591E-07   -0.10165E+02    0.11128E+02   -0.10849E-09   -0.15591E-07   -0.10849E-09    0.16227E-13
   837    0.23423E+04   -0.83534E+01   -0.15548E-07   -0.83534E+01    0.11189E+02   -0.97656E-10   -0.15548E-07   -0.97656E-10    0.16154E-13
